name,price,first_name,last_name,above_100
Jessica Allison,104.742308,Jessica,Allison,True
Christian Grant,99.11707917,Christian,Grant,False
Edward Watson,180.3535589,Edward,Watson,True
Derrick Cooke,142.090116,Derrick,Cooke,True
Arthur Hall ,235.9669749,Arthur,Hall ,True
Sean Patrick,139.4507994,Sean,Patrick,True
Heather Collins,127.3925734,Heather,Collins,True
Megan Gomez,107.8624451,Megan,Gomez,True
William Hale,114.6709254,William,Hale,True
Olivia Thompson,8.608441014,Olivia,Thompson,False
Lori Torres,18.85827433,Lori,Torres,False
Vickie Hernandez,214.9321807,Vickie,Hernandez,True
Kimberly Brown,40.3199327,Kimberly,Brown,False
Sherry Meza,182.8545499,Sherry,Meza,True
Phillip Hansen,44.11611704,Phillip,Hansen,False
Jeanette Knight,28.68694329,Jeanette,Knight,False
Kayla Hanson,27.63036397,Kayla,Hanson,False
James Johnston,284.4290554,James,Johnston,True
John Porter,53.72799274,John,Porter,False
Elizabeth Reyes,93.68075684,Elizabeth,Reyes,False
Kristen Henry,77.00624357,Kristen,Henry,False
Claudia Anderson,160.3401593,Claudia,Anderson,True
Nicholas Webb,18.71038619,Nicholas,Webb,False
Allison Cooper,206.0421068,Allison,Cooper,True
Zachary Barnes,280.7741315,Zachary,Barnes,True
Gregory Hill III,265.9765808,Gregory,Hill III,True
Terry Ayers,16.51163899,Terry,Ayers,False
Jessica Wilson,290.4095461,Jessica,Wilson,True
Daniel Frazier,190.3291917,Daniel,Frazier,True
Brian Welch,218.2505083,Brian,Welch,True
Carol Chavez,123.1834427,Carol,Chavez,True
Ethan Mcdonald,214.3503174,Ethan,Mcdonald,True
Gerald Martinez,57.54786356,Gerald,Martinez,False
Eric King,59.87926423,Eric,King,False
Sylvia Walters,110.9463132,Sylvia,Walters,True
Jonathan Lane,64.46710142,Jonathan,Lane,False
Matthew Turner,180.2628702,Matthew,Turner,True
Jeffrey Bauer,30.51584181,Jeffrey,Bauer,False
Jessica Shaffer,54.90193651,Jessica,Shaffer,False
Chris Spencer,251.3752831,Chris,Spencer,True
Mary Clarke,236.0529879,Mary,Clarke,True
Timothy Mendoza,105.9834816,Timothy,Mendoza,True
Alicia Hoffman,182.343699,Alicia,Hoffman,True
Joseph Gardner,144.8091344,Joseph,Gardner,True
Rachael Rangel,297.9496406,Rachael,Rangel,True
Jeffrey Harrington,194.2716338,Jeffrey,Harrington,True
Sophia Randolph,158.543126,Sophia,Randolph,True
Debbie Freeman,275.8719167,Debbie,Freeman,True
Matthew Braun,201.7749657,Matthew,Braun,True
Sheri Hudson,268.3748402,Sheri,Hudson,True
Mary King,204.0785754,Mary,King,True
Beth Davis,155.0680648,Beth,Davis,True
Margaret Castillo,193.9063244,Margaret,Castillo,True
Tommy Sandoval,172.283041,Tommy,Sandoval,True
Christopher Hines,46.55435299,Christopher,Hines,False
Richard Wright,208.3596969,Richard,Wright,True
Michael Brown,278.5230886,Michael,Brown,True
Nathan Yu,134.1895098,Nathan,Yu,True
Cameron Ford,248.8921382,Cameron,Ford,True
Carla Hayes,265.3745759,Carla,Hayes,True
Marissa Matthews,136.0925777,Marissa,Matthews,True
Samuel Thompson,237.1592416,Samuel,Thompson,True
Gary Figueroa,168.9447684,Gary,Figueroa,True
Michael West,146.8886849,Michael,West,True
Martin Walton,140.3400576,Martin,Walton,True
Zachary Lee,8.667301583,Zachary,Lee,False
Christopher Stephenson,67.01185633,Christopher,Stephenson,False
Eric Ortiz,117.7242458,Eric,Ortiz,True
Kara Pittman,56.23964364,Kara,Pittman,False
Andrew Cowan,295.9391812,Andrew,Cowan,True
Rhonda Moss ,259.0397505,Rhonda,Moss ,True
Sarah Williams,92.82627714,Sarah,Williams,False
Carolyn Collins,236.2472888,Carolyn,Collins,True
Larry Mooney,135.2701794,Larry,Mooney,True
Laura Livingston,294.2580699,Laura,Livingston,True
Candace Mckenzie,84.58145758,Candace,Mckenzie,False
Candace Wallace,124.7464543,Candace,Wallace,True
Jason White,218.4318041,Jason,White,True
Patricia Reynolds,89.01176826,Patricia,Reynolds,False
Michael Ellison,244.4717106,Michael,Ellison,True
Melissa Robles,238.4560967,Melissa,Robles,True
Heidi Fry,109.6264717,Heidi,Fry,True
James Smith,163.9573856,James,Smith,True
Charles Ruiz,48.45811847,Charles,Ruiz,False
Stephanie Green ,9.144974191,Stephanie,Green ,False
Stacey Garcia,106.6192039,Stacey,Garcia,True
Glenda Burke,206.3635063,Glenda,Burke,True
Zachary Alvarez,104.052369,Zachary,Alvarez,True
Rachel Shaw,2.448211506,Rachel,Shaw,False
Carmen Beard,269.623685,Carmen,Beard,True
Tony Daniels,186.9035775,Tony,Daniels,True
Randy Mora,70.74105982,Randy,Mora,False
George Aguirre,128.9497508,George,Aguirre,True
James Miller,297.0405639,James,Miller,True
Jacqueline Williams,17.30622156,Jacqueline,Williams,False
April Taylor,121.2898903,April,Taylor,True
Robert Johnson,131.6237779,Robert,Johnson,True
Gary White,280.9706506,Gary,White,True
Kim Lowe,192.7758756,Kim,Lowe,True
Samantha Jones,136.3415564,Samantha,Jones,True
Randy Lozano,16.30104965,Randy,Lozano,False
Arthur Chavez,6.903795238,Arthur,Chavez,False
Melissa Miller,162.6066945,Melissa,Miller,True
Leslie Mccormick,282.5021066,Leslie,Mccormick,True
Carlos Rubio,63.21802404,Carlos,Rubio,False
David York,86.53219266,David,York,False
Gabriella Anthony,7.638645405,Gabriella,Anthony,False
Olivia Poole,117.854172,Olivia,Poole,True
Wayne Wilson,74.67047228,Wayne,Wilson,False
Elizabeth Moore,267.3988136,Elizabeth,Moore,True
Janice Campbell,33.4533981,Janice,Campbell,False
Julie Johnson,63.64156782,Julie,Johnson,False
Misty Cantrell,189.0392091,Misty,Cantrell,True
Robert Soto,109.0138357,Robert,Soto,True
Brenda Cowan,60.84957659,Brenda,Cowan,False
Kelly Guerrero,259.5112157,Kelly,Guerrero,True
David Nichols,19.48524858,David,Nichols,False
Kayla Taylor,186.2356283,Kayla,Taylor,True
Antonio Garcia,125.4772126,Antonio,Garcia,True
Tyler Cisneros,186.5898295,Tyler,Cisneros,True
Jillian Crawford,158.8172773,Jillian,Crawford,True
Karl Pierce,132.7746811,Karl,Pierce,True
Joann Taylor,276.9621962,Joann,Taylor,True
Jennifer Jenkins,59.12858208,Jennifer,Jenkins,False
Nancy Brown,78.87073418,Nancy,Brown,False
Emma Munoz,120.8428757,Emma,Munoz,True
Shawn Galloway,141.0298622,Shawn,Galloway,True
Melissa Mcguire,213.0821204,Melissa,Mcguire,True
Bryan Chavez,125.396156,Bryan,Chavez,True
Fernando Salazar,256.1537305,Fernando,Salazar,True
Megan Moore,251.3477985,Megan,Moore,True
Robert Williams,175.209725,Robert,Williams,True
Dennis Sanford,29.45043264,Dennis,Sanford,False
Kimberly Herrera,154.8076505,Kimberly,Herrera,True
Gloria Potts,289.1049353,Gloria,Potts,True
Suzanne Barnett,8.470995351,Suzanne,Barnett,False
Leah Myers,44.5579739,Leah,Myers,False
Kylie Thomas,13.45341602,Kylie,Thomas,False
Amanda Murphy,50.55321552,Amanda,Murphy,False
Christopher Matthews,282.3634971,Christopher,Matthews,True
Nicole Parks,52.28399767,Nicole,Parks,False
Bobby Martin,205.4899695,Bobby,Martin,True
Kevin Chambers,121.1711016,Kevin,Chambers,True
Kimberly Lawson,250.2880742,Kimberly,Lawson,True
Rachel Lopez,101.8881123,Rachel,Lopez,True
Christopher Clay,219.3845088,Christopher,Clay,True
Daniel Martin,0.30019336,Daniel,Martin,False
William Taylor,66.55747014,William,Taylor,False
Steven Johnson,111.293282,Steven,Johnson,True
Daniel Miller,80.57756789,Daniel,Miller,False
Taylor Bryant,187.6315408,Taylor,Bryant,True
Lauren Jones,194.7926312,Lauren,Jones,True
Lindsey Robertson,22.73764686,Lindsey,Robertson,False
Allison Thomas,168.3334975,Allison,Thomas,True
Vernon Bishop,216.1870446,Vernon,Bishop,True
Susan Parsons,132.918526,Susan,Parsons,True
Brady Snyder,210.3960863,Brady,Snyder,True
Brent Mcgrath,174.6983567,Brent,Mcgrath,True
Peter Smith,278.6080181,Peter,Smith,True
Deborah Fox,248.1228234,Deborah,Fox,True
Heather Collins,147.4274074,Heather,Collins,True
Phillip Meyers,102.7977472,Phillip,Meyers,True
Nicholas Hubbard,275.4008364,Nicholas,Hubbard,True
Misty Ramirez,62.31681444,Misty,Ramirez,False
Scott Johnson,85.87388958,Scott,Johnson,False
Jay Nixon,253.4674787,Jay,Nixon,True
Tony Hall,61.19716522,Tony,Hall,False
Taylor Smith,41.49264584,Taylor,Smith,False
Mark Reynolds,70.49794436,Mark,Reynolds,False
Marilyn Christensen,155.4854533,Marilyn,Christensen,True
Denise Atkins,185.451601,Denise,Atkins,True
Melissa Gonzales,228.0025997,Melissa,Gonzales,True
Henry Hoffman,229.6628876,Henry,Hoffman,True
Daisy Davenport,59.52753518,Daisy,Davenport,False
Christopher Paul,122.7131699,Christopher,Paul,True
Kevin Craig,148.2010516,Kevin,Craig,True
Natalie Coleman,122.1440452,Natalie,Coleman,True
Jeremy Strickland,130.8435662,Jeremy,Strickland,True
Gary Bonilla,162.6152534,Gary,Bonilla,True
Amanda Richards,236.5957164,Amanda,Richards,True
Heidi Perez,245.1757228,Heidi,Perez,True
Robert Johnson,174.6922346,Robert,Johnson,True
Gary Mills,183.8363212,Gary,Mills,True
Chelsea Caldwell,16.12083718,Chelsea,Caldwell,False
John Frye,223.2774175,John,Frye,True
Michael Strong,220.4122322,Michael,Strong,True
Christopher Delgado,85.78279752,Christopher,Delgado,False
Whitney Wallace,253.4556183,Whitney,Wallace,True
Rebecca Martinez,59.68320226,Rebecca,Martinez,False
Marissa Mccoy,116.9634653,Marissa,Mccoy,True
Ricky Kerr,38.99584409,Ricky,Kerr,False
Anna Campbell,249.9213404,Anna,Campbell,True
Marie Walters,73.38808729,Marie,Walters,False
Robert Martin,38.22288302,Robert,Martin,False
Marc Davis,162.2802619,Marc,Davis,True
James Dixon,159.3794328,James,Dixon,True
Vicki Ramirez,186.1602427,Vicki,Ramirez,True
Krista Campbell,161.2338436,Krista,Campbell,True
Lauren Patterson,170.2123273,Lauren,Patterson,True
Megan Clark,290.2581556,Megan,Clark,True
Judy Zimmerman,219.5888255,Judy,Zimmerman,True
Joseph Williams ,210.7841859,Joseph,Williams ,True
Lori Acevedo,210.6602899,Lori,Acevedo,True
William Taylor,275.6331763,William,Taylor,True
Dawn Snyder,248.9840417,Dawn,Snyder,True
Jennifer Simmons,80.68353707,Jennifer,Simmons,False
Alyssa Nunez,163.8009002,Alyssa,Nunez,True
Robert Black,63.92800482,Robert,Black,False
Julia Young,239.2396683,Julia,Young,True
Melinda Barnes,227.2506352,Melinda,Barnes,True
Brett Armstrong,154.1341836,Brett,Armstrong,True
Erik Stevenson,246.0040722,Erik,Stevenson,True
Daniel George,34.80089308,Daniel,George,False
Lindsey Jones,197.7020395,Lindsey,Jones,True
Virginia Lopez,227.4255915,Virginia,Lopez,True
Andrew Brown,92.88318049,Andrew,Brown,False
Donna Lowery,264.8326094,Donna,Lowery,True
Alexis Andrade,6.313985183,Alexis,Andrade,False
Alyssa Pierce,47.74032516,Alyssa,Pierce,False
Tara Johnson,38.26768696,Tara,Johnson,False
Michael Brady,162.0594322,Michael,Brady,True
James Rhodes,51.92414009,James,Rhodes,False
Pamela Scott,42.43333392,Pamela,Scott,False
Martin Ward,170.9498248,Martin,Ward,True
Kristina Hernandez,107.6915718,Kristina,Hernandez,True
Robert Bush,87.18004191,Robert,Bush,False
Rebecca Larson,214.3895725,Rebecca,Larson,True
Brittany Watson,190.520018,Brittany,Watson,True
Ryan Ramirez,249.7287913,Ryan,Ramirez,True
Edward Burns,87.64996993,Edward,Burns,False
John Prince,31.73842034,John,Prince,False
Ashley Boyer,107.6625992,Ashley,Boyer,True
James Dean,61.6954542,James,Dean,False
Natalie Gordon,268.2800094,Natalie,Gordon,True
Ryan Smith,136.207813,Ryan,Smith,True
Stephen Thompson,54.29639714,Stephen,Thompson,False
William Delgado,96.25442517,William,Delgado,False
Brian Johnson,124.929208,Brian,Johnson,True
James Patel,216.6056429,James,Patel,True
Allen Rogers,145.4342467,Allen,Rogers,True
Aimee Reyes,277.6656815,Aimee,Reyes,True
Susan Williams,255.2153532,Susan,Williams,True
Edward Griffin,108.6205222,Edward,Griffin,True
Debra Baker,296.5003089,Debra,Baker,True
Yvette Kramer,279.9371174,Yvette,Kramer,True
Alyssa Williams ,270.8972241,Alyssa,Williams ,True
John Cunningham,173.0242833,John,Cunningham,True
Dana Gilbert,86.51917139,Dana,Gilbert,False
Stephen Henry,146.1515578,Stephen,Henry,True
Bradley James,137.9824935,Bradley,James,True
Melinda Peters,16.83003044,Melinda,Peters,False
Robert Goodman,213.5423984,Robert,Goodman,True
Leslie Moore,195.9630799,Leslie,Moore,True
Sarah Gray,270.7947288,Sarah,Gray,True
Amy Haynes,258.5062773,Amy,Haynes,True
Gary Dean,184.425152,Gary,Dean,True
Jonathan Duran,224.5361417,Jonathan,Duran,True
Elizabeth Ruiz,124.6694495,Elizabeth,Ruiz,True
Caitlin Lewis,196.3598959,Caitlin,Lewis,True
Micheal Blackburn,10.44317525,Micheal,Blackburn,False
Sheryl Mccarthy,159.9519731,Sheryl,Mccarthy,True
Lisa Smith,150.9122679,Lisa,Smith,True
Jared Juarez,247.5606457,Jared,Juarez,True
Brett Castro,217.3328585,Brett,Castro,True
Jessica Murray,175.3022184,Jessica,Murray,True
Austin Coffey,16.25913962,Austin,Coffey,False
Shelly Jacobs,3.856762052,Shelly,Jacobs,False
Elizabeth Logan,298.7423281,Elizabeth,Logan,True
Cody Anderson,128.0814967,Cody,Anderson,True
Kayla Wood,256.052876,Kayla,Wood,True
Paul Singh ,157.9636169,Paul,Singh ,True
James Mays,245.2433072,James,Mays,True
Thomas Moore,244.5914982,Thomas,Moore,True
Linda Pacheco,299.604007,Linda,Pacheco,True
Jenny Clark,66.32311808,Jenny,Clark,False
Patrick Guzman,223.4965981,Patrick,Guzman,True
Scott Peters,229.487331,Scott,Peters,True
John Stevenson,23.09927229,John,Stevenson,False
Kristina Brooks,154.6805826,Kristina,Brooks,True
Nancy Aguilar,63.38787527,Nancy,Aguilar,False
Robert Brown,132.7329536,Robert,Brown,True
Jessica Williams,255.9581577,Jessica,Williams,True
David Brown,290.5944806,David,Brown,True
Dorothy Munoz,242.56454,Dorothy,Munoz,True
Jason Lawson,76.09246622,Jason,Lawson,False
James Hall,167.9698314,James,Hall,True
Patricia Carpenter,46.08147123,Patricia,Carpenter,False
Jeff Cardenas,64.36052627,Jeff,Cardenas,False
Michelle Johnson,19.18945036,Michelle,Johnson,False
Frank Madden,17.34021424,Frank,Madden,False
George Tanner,291.4292653,George,Tanner,True
Dylan Johnson,40.65328581,Dylan,Johnson,False
Pamela King,282.4817647,Pamela,King,True
Jesse Frazier,95.66568525,Jesse,Frazier,False
Edward Russell,103.2235913,Edward,Russell,True
Diana Mcdonald,183.096436,Diana,Mcdonald,True
Randy Dawson,192.1441514,Randy,Dawson,True
Jasmine Williams,286.1692336,Jasmine,Williams,True
Robert Smith,124.219007,Robert,Smith,True
Sara Young,183.9944858,Sara,Young,True
Samantha Gonzalez,205.5899257,Samantha,Gonzalez,True
Christina Torres,286.2681619,Christina,Torres,True
Maria Bailey,141.9076294,Maria,Bailey,True
Charles Bartlett,94.22658657,Charles,Bartlett,False
Natalie Parker,238.0161589,Natalie,Parker,True
Paula Hernandez ,48.88381678,Paula,Hernandez ,False
Jessica Jenkins,14.94777896,Jessica,Jenkins,False
Drew Henson,223.0761309,Drew,Henson,True
Michael Davis,17.98090899,Michael,Davis,False
Ian Ramos,23.68465648,Ian,Ramos,False
Anna Wright,235.5824596,Anna,Wright,True
Ashley Anderson,74.40865878,Ashley,Anderson,False
Jennifer Wright,298.1278773,Jennifer,Wright,True
Nicole Lopez,67.72888616,Nicole,Lopez,False
Tara Ellis,21.92761435,Tara,Ellis,False
Hannah Elliott,42.35003061,Hannah,Elliott,False
Gavin Rodriguez,116.3664242,Gavin,Rodriguez,True
Johnny Jackson,291.5968901,Johnny,Jackson,True
Martin Garrett,147.0670556,Martin,Garrett,True
Terri Hayes,167.3609673,Terri,Hayes,True
Adam Huang,260.8409357,Adam,Huang,True
Carolyn Garner,104.4106535,Carolyn,Garner,True
Lisa Lee,130.2202511,Lisa,Lee,True
Rodney Escobar,8.711600244,Rodney,Escobar,False
Michael Johnson,144.5450063,Michael,Johnson,True
Michelle Carter ,55.94822858,Michelle,Carter ,False
John Dunn,81.5436983,John,Dunn,False
Terry Pierce,297.8661824,Terry,Pierce,True
David Buck,258.7910904,David,Buck,True
Jennifer Newman,149.3096363,Jennifer,Newman,True
Cynthia Lee,246.5934196,Cynthia,Lee,True
Sylvia Clark,299.5252351,Sylvia,Clark,True
Joseph Taylor,86.08285036,Joseph,Taylor,False
Kathleen Barton,37.4218087,Kathleen,Barton,False
Michael Harris Jr.,52.86340979,Michael,Harris Jr.,False
Eric Benson,172.1967218,Eric,Benson,True
Curtis Butler,44.51322087,Curtis,Butler,False
Brittany Le,51.04878875,Brittany,Le,False
Jeremiah Sims,101.161794,Jeremiah,Sims,True
David Davis,290.4227547,David,Davis,True
Tiffany Bond,181.4895479,Tiffany,Bond,True
Patricia Chen,61.60059465,Patricia,Chen,False
William Crawford,181.7603749,William,Crawford,True
Christina Roberts,29.28680092,Christina,Roberts,False
Jerome Scott,232.1441336,Jerome,Scott,True
Jeffery Walker,272.0840276,Jeffery,Walker,True
Todd Alvarez,212.1733632,Todd,Alvarez,True
John Henry,223.9911858,John,Henry,True
James Miles,156.3675778,James,Miles,True
Michael Downs,31.19720611,Michael,Downs,False
Kayla Wheeler,6.095911005,Kayla,Wheeler,False
Charles Martin,161.2752287,Charles,Martin,True
Harold Bennett,135.042355,Harold,Bennett,True
Michael Swanson,200.3923528,Michael,Swanson,True
Janet Mcdonald,79.80353707,Janet,Mcdonald,False
Brett Willis,244.4064115,Brett,Willis,True
Jacob Smith,27.92322882,Jacob,Smith,False
Alexa Webb,167.5688585,Alexa,Webb,True
Louis Klein,40.12200004,Louis,Klein,False
Tony Yu,15.74238645,Tony,Yu,False
Lisa Goodman,121.0784096,Lisa,Goodman,True
Kimberly Hernandez,36.97352302,Kimberly,Hernandez,False
Phillip Friedman,145.8418308,Phillip,Friedman,True
Brian Lam,2.900394487,Brian,Lam,False
Kristin Wilkins,251.8510287,Kristin,Wilkins,True
Joshua Lynch,188.878111,Joshua,Lynch,True
Blake Mclaughlin,276.6512157,Blake,Mclaughlin,True
Billy Olsen,10.00480704,Billy,Olsen,False
Shawn Brock,179.6158086,Shawn,Brock,True
Danielle Jones,222.6952076,Danielle,Jones,True
Jim Gomez,60.12919733,Jim,Gomez,False
Sabrina Henderson,178.7453853,Sabrina,Henderson,True
David Pennington,245.3184012,David,Pennington,True
Deborah Williams,137.015971,Deborah,Williams,True
Stephanie Bowman,227.0047204,Stephanie,Bowman,True
Joseph Frazier,176.4533023,Joseph,Frazier,True
Ryan Mclaughlin,249.864376,Ryan,Mclaughlin,True
Tony Hall,135.8550959,Tony,Hall,True
Timothy Martin,289.2653637,Timothy,Martin,True
John Obrien,261.8481216,John,Obrien,True
Barbara Johnson,53.80589508,Barbara,Johnson,False
Brandon Marshall,139.8477827,Brandon,Marshall,True
Carrie Miller,11.55550873,Carrie,Miller,False
Samantha Dean,261.6193407,Samantha,Dean,True
Jamie Wilson,87.74932378,Jamie,Wilson,False
Carlos Acosta,236.6035296,Carlos,Acosta,True
Amy Bennett,228.7494578,Amy,Bennett,True
Dominique Wells,116.6435954,Dominique,Wells,True
Sarah Bright,237.5160783,Sarah,Bright,True
Michael Barton,111.5883392,Michael,Barton,True
Rebecca Anderson,172.3062642,Rebecca,Anderson,True
Megan Riggs,31.41542458,Megan,Riggs,False
Whitney Andrews,44.1176993,Whitney,Andrews,False
Catherine Jones,127.0135122,Catherine,Jones,True
William Andrews,236.2180763,William,Andrews,True
Kathleen Edwards,158.3239538,Kathleen,Edwards,True
Roger Frost,220.4688874,Roger,Frost,True
Justin Johnson,255.8491608,Justin,Johnson,True
Valerie Young,265.1702577,Valerie,Young,True
Samantha Perez,239.9469797,Samantha,Perez,True
Devin Allen,72.15833791,Devin,Allen,False
Stephanie Little,238.9238728,Stephanie,Little,True
Melanie Miller,27.5070475,Melanie,Miller,False
Erica Beck,2.408526397,Erica,Beck,False
Toni Dunn,168.373362,Toni,Dunn,True
Eric Dunn,211.8975891,Eric,Dunn,True
David Jackson,169.3550529,David,Jackson,True
Melanie Gates,94.66629008,Melanie,Gates,False
Heather Pierce,17.41061969,Heather,Pierce,False
Jordan Lewis,153.0146174,Jordan,Lewis,True
Michele Johnson,255.7149801,Michele,Johnson,True
Samantha Ryan,249.4925261,Samantha,Ryan,True
Christopher Hudson,201.9997518,Christopher,Hudson,True
Zachary Williams,106.5992164,Zachary,Williams,True
Donna Davis,66.72879991,Donna,Davis,False
Jordan Erickson,237.7720748,Jordan,Erickson,True
Christopher Nolan,88.7427826,Christopher,Nolan,False
Evelyn Hanna,11.36458787,Evelyn,Hanna,False
Jason Johnson,250.2314702,Jason,Johnson,True
Barbara Caldwell,224.7115849,Barbara,Caldwell,True
Ronald Huff,7.220543464,Ronald,Huff,False
Holly Norris,216.2305109,Holly,Norris,True
Derrick Carter,11.83791299,Derrick,Carter,False
Kenneth Golden,285.8508169,Kenneth,Golden,True
Grace Edwards,70.08655795,Grace,Edwards,False
Jonathan Rios,57.71259736,Jonathan,Rios,False
Mackenzie Miller,265.5941732,Mackenzie,Miller,True
Tammy Taylor,138.8559857,Tammy,Taylor,True
Reginald King,207.3305606,Reginald,King,True
Matthew Fletcher,130.5591612,Matthew,Fletcher,True
Elizabeth Jordan,177.7124355,Elizabeth,Jordan,True
Sally Santiago,45.11902986,Sally,Santiago,False
James Johnson,12.89573538,James,Johnson,False
Jason Saunders,242.8437386,Jason,Saunders,True
Carol Hernandez,4.624370641,Carol,Hernandez,False
Kendra Dawson,291.5212704,Kendra,Dawson,True
James Hess ,58.42698092,James,Hess ,False
Michael Stokes,25.51886602,Michael,Stokes,False
Jeffrey Martinez,147.6903791,Jeffrey,Martinez,True
Joseph Bell,102.9874282,Joseph,Bell,True
Pamela Black,140.719389,Pamela,Black,True
Robert Jordan,100.4711011,Robert,Jordan,True
Kathy Baker,263.5511899,Kathy,Baker,True
Brian Bailey,115.3628316,Brian,Bailey,True
Mitchell Clark,190.2857937,Mitchell,Clark,True
Kelly Mcintyre,168.7344269,Kelly,Mcintyre,True
Susan Ali,260.5821259,Susan,Ali,True
Latoya Gonzales,205.0424222,Latoya,Gonzales,True
Olivia Mayo,251.5393163,Olivia,Mayo,True
Thomas Anderson,221.0320214,Thomas,Anderson,True
Todd Jennings,182.3938507,Todd,Jennings,True
Paul Dixon,22.25760841,Paul,Dixon,False
Julie Torres,130.6787559,Julie,Torres,True
James Miller,202.2296492,James,Miller,True
John Howard,80.73869922,John,Howard,False
Anne Savage,134.0405497,Anne,Savage,True
Richard Wilson,226.8917134,Richard,Wilson,True
Amber Esparza,187.5777824,Amber,Esparza,True
Todd Armstrong,99.18946135,Todd,Armstrong,False
