name,price,first_name,last_name,above_100
Justin Ramirez,146.3464935,Justin,Ramirez,True
Elizabeth Griffith,205.7783782,Elizabeth,Griffith,True
Kristin Clay,260.3474682,Kristin,Clay,True
Joseph White,65.20753493,Joseph,White,False
Marissa Holmes,59.40240228,Marissa,Holmes,False
Michelle Hamilton,91.62237167,Michelle,Hamilton,False
Christopher Alvarez,126.025264,Christopher,Alvarez,True
Craig Hogan,136.7126938,Craig,Hogan,True
Melissa Castillo,281.1608076,Melissa,Castillo,True
Maria Williams,10.21292614,Maria,Williams,False
Vanessa Thomas,20.58084145,Vanessa,Thomas,False
Gary Obrien,53.39582051,Gary,Obrien,False
Melissa Holt,252.2818438,Melissa,Holt,True
Eric Valenzuela,176.52775,Eric,Valenzuela,True
Anthony Hardy,4.902725495,Anthony,Hardy,False
Karen Johnson,49.41029242,Karen,Johnson,False
Richard Hunt,249.7511997,Richard,Hunt,True
Karen Robertson,1.710967532,Karen,Robertson,False
Adam Jones,56.93252133,Adam,Jones,False
Jonathan Fuller,14.71921636,Jonathan,Fuller,False
Jason Harris,151.4305855,Jason,Harris,True
Danielle Hill,179.8454001,Danielle,Hill,True
Seth Freeman,224.5526336,Seth,Freeman,True
Joseph Davis,97.09676869,Joseph,Davis,False
Sonya Reyes,209.9855308,Sonya,Reyes,True
Michael Castro,243.1786308,Michael,Castro,True
Jonathan Collins,101.4620676,Jonathan,Collins,True
Eric Hayes,279.9732949,Eric,Hayes,True
Eric Moore,77.4205876,Eric,Moore,False
Veronica Estes,270.8232516,Veronica,Estes,True
Timothy Aguilar,133.1135532,Timothy,Aguilar,True
Taylor Hunt,138.2042127,Taylor,Hunt,True
Michael Clarke,128.9532357,Michael,Clarke,True
Cheryl Morse,275.7612746,Cheryl,Morse,True
Jose Page,184.058919,Jose,Page,True
Matthew Kramer,265.3917788,Matthew,Kramer,True
Regina Barrera,185.2134145,Regina,Barrera,True
Sean George,53.76304189,Sean,George,False
Cody Hernandez,180.9265991,Cody,Hernandez,True
Hunter Smith,175.2181525,Hunter,Smith,True
Andrea Burke,256.3026305,Andrea,Burke,True
Elizabeth Patterson,290.1129725,Elizabeth,Patterson,True
Austin Rhodes,158.1182472,Austin,Rhodes,True
Maurice Thompson,224.1265422,Maurice,Thompson,True
Richard Martinez,86.96423972,Richard,Martinez,False
Brian Hernandez,42.67025555,Brian,Hernandez,False
Samantha Shields,149.8952175,Samantha,Shields,True
Joseph Walker,282.0494042,Joseph,Walker,True
Tracy Hernandez,215.0596081,Tracy,Hernandez,True
Vicki Fox,41.51250582,Vicki,Fox,False
Louis Campos,277.9062585,Louis,Campos,True
Justin Scott,208.0660064,Justin,Scott,True
Megan Vaughn,289.9564106,Megan,Vaughn,True
Mary Hughes,15.21373926,Mary,Hughes,False
Anita Fleming,58.24742383,Anita,Fleming,False
Alyssa Melendez,273.6593194,Alyssa,Melendez,True
Joshua Foster ,253.4093833,Joshua,Foster ,True
Lisa Smith,203.9611381,Lisa,Smith,True
Kathy Lee,265.446304,Kathy,Lee,True
Bethany Park,233.6891667,Bethany,Park,True
Joshua Butler,239.8213879,Joshua,Butler,True
Danielle Potter,204.5385362,Danielle,Potter,True
Kenneth Robinson,152.7840745,Kenneth,Robinson,True
Eric Pineda,111.0479315,Eric,Pineda,True
James Dorsey,68.90463624,James,Dorsey,False
Michael Miller,129.6049475,Michael,Miller,True
Danielle Martinez,45.94938674,Danielle,Martinez,False
Gary Young,212.2982372,Gary,Young,True
Lisa Decker,275.7158848,Lisa,Decker,True
Kayla Randolph,232.8220215,Kayla,Randolph,True
Peggy Thompson,124.4664752,Peggy,Thompson,True
Alex Cooper,170.205336,Alex,Cooper,True
Joanne Wilson,229.6136723,Joanne,Wilson,True
Maria Adams,141.7128665,Maria,Adams,True
Julie Horton,276.5816247,Julie,Horton,True
Jeffrey Galvan,210.5061915,Jeffrey,Galvan,True
Christopher Johnson,268.63027,Christopher,Johnson,True
Jennifer Arias,59.59468056,Jennifer,Arias,False
Jocelyn Bell,84.95454821,Jocelyn,Bell,False
Eric Brown,133.4007225,Eric,Brown,True
Devon Wright,29.21576875,Devon,Wright,False
Rodney Robles,158.9838923,Rodney,Robles,True
Kara Austin,271.4672561,Kara,Austin,True
Jeffrey Tanner,203.7433126,Jeffrey,Tanner,True
Shaun Nunez,153.1987664,Shaun,Nunez,True
Daniel Mccall,143.271503,Daniel,Mccall,True
Frank Owen,233.2015374,Frank,Owen,True
Beth Johnson,128.7923576,Beth,Johnson,True
Joshua Clark,190.9113668,Joshua,Clark,True
Gary Jones,52.3166247,Gary,Jones,False
Nancy Brown,115.9584052,Nancy,Brown,True
Megan Roach,18.68239346,Megan,Roach,False
Lucas Ross,221.1269463,Lucas,Ross,True
Jerry Tucker,29.95199198,Jerry,Tucker,False
Timothy Robles,76.08225475,Timothy,Robles,False
Christopher Goodwin,78.12233209,Christopher,Goodwin,False
Philip Wilson,22.8431316,Philip,Wilson,False
Carrie Davis,295.0481315,Carrie,Davis,True
Michael Daniel,229.951577,Michael,Daniel,True
Bryan Valenzuela,236.1493796,Bryan,Valenzuela,True
Robin Garner,79.14737521,Robin,Garner,False
Angel Thompson,284.7302014,Angel,Thompson,True
Christopher Morgan,216.0131402,Christopher,Morgan,True
Brittany Walker,163.1107737,Brittany,Walker,True
Shelby Mann,110.9021852,Shelby,Mann,True
Jodi Wells,44.01734436,Jodi,Wells,False
Terri Gibson,92.36081224,Terri,Gibson,False
Vanessa Hernandez,105.2534499,Vanessa,Hernandez,True
Maria Russell,114.1452708,Maria,Russell,True
Stacy Moses,126.6504703,Stacy,Moses,True
Amanda Schneider,288.471694,Amanda,Schneider,True
Catherine Lopez,182.0171244,Catherine,Lopez,True
Amanda White,12.31889758,Amanda,White,False
Karina Spencer,128.1490023,Karina,Spencer,True
Deborah Warren,139.7675022,Deborah,Warren,True
Erica Dixon,168.6031566,Erica,Dixon,True
Barbara Gray,140.7466665,Barbara,Gray,True
Deanna Watson,264.5411986,Deanna,Watson,True
Michael Cox,136.7864833,Michael,Cox,True
Amy Myers,92.16016851,Amy,Myers,False
Patrick Hunter,170.4134515,Patrick,Hunter,True
Marvin Murphy,212.4152504,Marvin,Murphy,True
Janice Graves,223.7037682,Janice,Graves,True
Brooke Pierce,171.9383085,Brooke,Pierce,True
Adam Wells,280.2602417,Adam,Wells,True
Amanda Atkins,283.4268495,Amanda,Atkins,True
Gary Ruiz,132.504823,Gary,Ruiz,True
Tina Wallace,72.91326395,Tina,Wallace,False
Casey Oconnell,16.79606077,Casey,Oconnell,False
Nancy Mendoza,281.3890295,Nancy,Mendoza,True
Luis Nguyen,34.19827441,Luis,Nguyen,False
William Graves,111.5016422,William,Graves,True
Sean Brennan,269.2286668,Sean,Brennan,True
Matthew Sellers,53.50349547,Matthew,Sellers,False
Dorothy Bradley,199.459603,Dorothy,Bradley,True
Haley Flores,252.2914062,Haley,Flores,True
Melissa Johnson,32.70467677,Melissa,Johnson,False
Samuel Tran,199.8864146,Samuel,Tran,True
Amanda Patterson,49.03325819,Amanda,Patterson,False
Albert Roach,183.3743011,Albert,Roach,True
Jamie Huffman,36.83993962,Jamie,Huffman,False
James Hamilton,265.6302103,James,Hamilton,True
Joseph Bird,18.06044758,Joseph,Bird,False
Sarah Contreras,141.4141417,Sarah,Contreras,True
Joshua House,65.77031576,Joshua,House,False
Tamara Molina,255.2535664,Tamara,Molina,True
Max Maxwell,240.0443014,Max,Maxwell,True
Jason Daniels,269.6365982,Jason,Daniels,True
Jordan Coleman,250.0974184,Jordan,Coleman,True
Jasmine Jones,33.93281405,Jasmine,Jones,False
Jessica Garcia,231.8803086,Jessica,Garcia,True
Aaron George,138.812708,Aaron,George,True
Chelsey Anderson,41.35053236,Chelsey,Anderson,False
Rebecca Perez,146.2313884,Rebecca,Perez,True
Duane Thompson,75.06433497,Duane,Thompson,False
Curtis Clayton,138.0563371,Curtis,Clayton,True
George Gonzalez,221.5737986,George,Gonzalez,True
Casey Ford,94.18806784,Casey,Ford,False
Margaret Johnston,61.24599434,Margaret,Johnston,False
Eric Mcclure,238.8775355,Eric,Mcclure,True
Nathan Taylor,4.820334075,Nathan,Taylor,False
Kayla Parker,222.3600766,Kayla,Parker,True
Doris Obrien,206.9493221,Doris,Obrien,True
Brooke Taylor,34.74615015,Brooke,Taylor,False
Kathryn Garrett,266.1885038,Kathryn,Garrett,True
John Cruz,205.1406652,John,Cruz,True
Christina Cannon,98.5941474,Christina,Cannon,False
Susan Lewis,269.3323662,Susan,Lewis,True
Pamela Sanchez,193.7780783,Pamela,Sanchez,True
Stacey Wiley ,200.3904296,Stacey,Wiley ,True
Melissa Johnson ,201.4509484,Melissa,Johnson ,True
Lori Morris,38.0476094,Lori,Morris,False
Daniel Soto,225.1621402,Daniel,Soto,True
Karl Davis,92.08925112,Karl,Davis,False
Lisa Graves,122.8564118,Lisa,Graves,True
Eric Ray,178.344085,Eric,Ray,True
Mark Garcia,229.2470277,Mark,Garcia,True
Allison Alvarez,275.3024614,Allison,Alvarez,True
Rachel Williams,44.81715456,Rachel,Williams,False
Linda Mitchell,47.44468727,Linda,Mitchell,False
David Shelton,158.7084813,David,Shelton,True
Vanessa Long,121.744973,Vanessa,Long,True
Misty Martin,176.9310069,Misty,Martin,True
Daniel Gregory,132.8910493,Daniel,Gregory,True
Mitchell Jones,253.9716803,Mitchell,Jones,True
Dawn Scott,246.036131,Dawn,Scott,True
Emily Horn,287.4666523,Emily,Horn,True
Catherine George,14.61491995,Catherine,George,False
Hunter Carlson,218.0977601,Hunter,Carlson,True
Thomas Baldwin,275.4145594,Thomas,Baldwin,True
Amy Sellers,91.87350268,Amy,Sellers,False
Alicia Clark,241.5859155,Alicia,Clark,True
Sara Lewis,158.863849,Sara,Lewis,True
Ashley Lopez,77.89293291,Ashley,Lopez,False
Terry Alvarado,161.9498178,Terry,Alvarado,True
Danielle Sandoval,83.13645641,Danielle,Sandoval,False
Jesse Jones,214.8029616,Jesse,Jones,True
Lisa Hess,133.2037916,Lisa,Hess,True
Christina Mason,284.4863867,Christina,Mason,True
Mary Bell,32.08889594,Mary,Bell,False
Martin Ramirez,1.10921244,Martin,Ramirez,False
Stacy Smith,161.8260635,Stacy,Smith,True
Carla Rodriguez,113.1454481,Carla,Rodriguez,True
Johnny Stout,134.002236,Johnny,Stout,True
Jennifer Rodriguez,256.0154481,Jennifer,Rodriguez,True
Michelle Thompson,196.6754605,Michelle,Thompson,True
Lisa Lyons,148.9559785,Lisa,Lyons,True
Michael Coleman,262.2090763,Michael,Coleman,True
Lindsey Williams,99.95620763,Lindsey,Williams,False
Karen Hoffman,186.1046153,Karen,Hoffman,True
Jenny Jones,189.5577104,Jenny,Jones,True
Steven Knight,282.995761,Steven,Knight,True
Michael Franklin,116.8742571,Michael,Franklin,True
Mason Ross ,235.5549236,Mason,Ross ,True
Terry Levine,151.5220714,Terry,Levine,True
Catherine Fletcher,36.59268024,Catherine,Fletcher,False
Deanna Jones,196.9406069,Deanna,Jones,True
Christopher Mitchell,22.42047146,Christopher,Mitchell,False
John Owens,191.4434257,John,Owens,True
Stephanie Davis,287.1991494,Stephanie,Davis,True
Joseph Ford,264.9354841,Joseph,Ford,True
Matthew Russell,141.2492947,Matthew,Russell,True
Danielle Burke,75.90363417,Danielle,Burke,False
Stephanie Cunningham,220.9939809,Stephanie,Cunningham,True
Brian Proctor,263.6358197,Brian,Proctor,True
Michael Swanson,291.5713603,Michael,Swanson,True
Daniel Santos,49.26348169,Daniel,Santos,False
April Hoffman,203.4855796,April,Hoffman,True
Stephanie Thomas,249.666722,Stephanie,Thomas,True
Brianna Garcia,183.3322335,Brianna,Garcia,True
Shannon Berger,125.2597844,Shannon,Berger,True
Kathleen Mays,238.1656066,Kathleen,Mays,True
Michelle Park,150.4001203,Michelle,Park,True
Laura Reynolds,20.08924577,Laura,Reynolds,False
Ashley Kaiser,218.399504,Ashley,Kaiser,True
Reginald Owens,46.55328685,Reginald,Owens,False
Michael Conway,84.09316114,Michael,Conway,False
Sheila Pham,5.713231688,Sheila,Pham,False
Christie Smith,70.21735457,Christie,Smith,False
Allison Carroll,27.65684629,Allison,Carroll,False
Donna Perez,187.3279401,Donna,Perez,True
Sierra Richmond,299.4492042,Sierra,Richmond,True
Steven Wallace,173.0025685,Steven,Wallace,True
Jeremy Thompson,106.6102612,Jeremy,Thompson,True
Jennifer Mccormick,142.7564741,Jennifer,Mccormick,True
Eric Garcia,27.56450393,Eric,Garcia,False
Matthew Beasley,248.9927372,Matthew,Beasley,True
Jason Robinson,249.4550365,Jason,Robinson,True
Vicki Espinoza,285.9638855,Vicki,Espinoza,True
Steven Snyder,182.0351514,Steven,Snyder,True
Michelle Randolph,70.72106315,Michelle,Randolph,False
Michelle Francis,10.01541777,Michelle,Francis,False
Steven Baker,293.7505039,Steven,Baker,True
Zachary Johnson,36.97003142,Zachary,Johnson,False
Marc Velasquez,174.3901749,Marc,Velasquez,True
John Carr,50.11746076,John,Carr,False
Kimberly Castillo,243.873678,Kimberly,Castillo,True
Jay Lopez,286.8001088,Jay,Lopez,True
Amanda Bridges,81.85722081,Amanda,Bridges,False
Jessica Swanson,60.96199005,Jessica,Swanson,False
Jose Gonzalez,77.84428182,Jose,Gonzalez,False
Teresa Wright ,67.20289619,Teresa,Wright ,False
Michael Gutierrez,185.8465011,Michael,Gutierrez,True
Hannah Marshall,251.8797929,Hannah,Marshall,True
Janice Davis,290.3767318,Janice,Davis,True
Jessica Crawford,254.2161442,Jessica,Crawford,True
Brian Bean,293.1768543,Brian,Bean,True
Edward Perez,217.694778,Edward,Perez,True
Adam Miller,49.28081579,Adam,Miller,False
Veronica Gray,140.9945255,Veronica,Gray,True
Linda Turner,238.5612942,Linda,Turner,True
Debra Roberts,69.38949206,Debra,Roberts,False
David Sampson,77.05304682,David,Sampson,False
Sarah Cochran,138.6132102,Sarah,Cochran,True
Regina Holland,151.2011694,Regina,Holland,True
Mario Ortiz,27.08442817,Mario,Ortiz,False
Maria Gonzalez,164.6440389,Maria,Gonzalez,True
Albert Perez,163.1980752,Albert,Perez,True
Daisy Mccarthy,87.96439172,Daisy,Mccarthy,False
Anna Leonard,75.54719134,Anna,Leonard,False
Catherine Mosley,188.3490593,Catherine,Mosley,True
April Miranda,82.64651651,April,Miranda,False
Michael Walker,288.9294858,Michael,Walker,True
Abigail Lam,255.3722151,Abigail,Lam,True
Alan Graham,92.78682106,Alan,Graham,False
Jennifer Diaz,77.85479921,Jennifer,Diaz,False
Sean Rogers,186.3926468,Sean,Rogers,True
Anthony Jackson,200.012596,Anthony,Jackson,True
William Taylor,117.9694277,William,Taylor,True
Richard Robinson,200.9108703,Richard,Robinson,True
Nicholas Barnes,219.4003858,Nicholas,Barnes,True
Brittany Austin,233.7352503,Brittany,Austin,True
Robin Schmidt,96.69826813,Robin,Schmidt,False
Kendra Monroe,226.0007767,Kendra,Monroe,True
Nancy Grant,23.79829866,Nancy,Grant,False
Nicole Grant,155.9845125,Nicole,Grant,True
Courtney Thompson,52.85276041,Courtney,Thompson,False
Jeanette Washington,291.525558,Jeanette,Washington,True
James Yates,224.8736142,James,Yates,True
Justin Knox ,115.9751733,Justin,Knox ,True
Melissa Thompson,200.8616238,Melissa,Thompson,True
Steven Lee,140.357855,Steven,Lee,True
Allison Fisher,231.493857,Allison,Fisher,True
Mark Phillips,197.2517291,Mark,Phillips,True
Elijah Harrison,151.5804694,Elijah,Harrison,True
Paul Farley,9.419976358,Paul,Farley,False
Jennifer Cole,47.39545601,Jennifer,Cole,False
Michael Tucker,146.7478801,Michael,Tucker,True
David Steele,276.1640965,David,Steele,True
Monica Hodges,203.3130423,Monica,Hodges,True
Scott Wallace,23.24585982,Scott,Wallace,False
Antonio Paul ,93.39602908,Antonio,Paul ,False
Melissa Wright,68.62696415,Melissa,Wright,False
Stephanie Price,27.22765203,Stephanie,Price,False
Denise Kennedy,233.4665428,Denise,Kennedy,True
Melissa Walsh,177.8587959,Melissa,Walsh,True
Leslie Spence,156.2011959,Leslie,Spence,True
Rachel Walker,144.4395327,Rachel,Walker,True
Donald Horn,13.06347134,Donald,Horn,False
Christopher Rojas,94.08806986,Christopher,Rojas,False
Robert Crawford,216.6530778,Robert,Crawford,True
Larry Brown,174.1807324,Larry,Brown,True
Becky Swanson,245.854615,Becky,Swanson,True
Gary Howard,25.93975342,Gary,Howard,False
Christopher Marks,111.8467919,Christopher,Marks,True
Bonnie Alexander,136.6295853,Bonnie,Alexander,True
Brandon Stevens,77.20691708,Brandon,Stevens,False
Lori Guerra,99.72772588,Lori,Guerra,False
Michele Alvarado,243.9872024,Michele,Alvarado,True
Christine Lee,8.809339101,Christine,Lee,False
Jamie Fry,159.7067216,Jamie,Fry,True
Christopher Perez,102.943584,Christopher,Perez,True
Matthew Carter,194.2873257,Matthew,Carter,True
Jason Hunter,78.76406316,Jason,Hunter,False
Tyler Henry,186.9624462,Tyler,Henry,True
Tiffany Harris,17.69659156,Tiffany,Harris,False
Matthew Young ,39.12254966,Matthew,Young ,False
Juan Brewer,152.9624792,Juan,Brewer,True
Mark Riggs,44.1758436,Mark,Riggs,False
Brittany Stewart,273.5307309,Brittany,Stewart,True
Terry Davis,271.779368,Terry,Davis,True
Jessica Oneill,157.5131207,Jessica,Oneill,True
Kimberly Ortiz,55.25093947,Kimberly,Ortiz,False
Zoe Walls,248.8666069,Zoe,Walls,True
Sara Wallace,155.8794176,Sara,Wallace,True
Nicole Jenkins,291.5121227,Nicole,Jenkins,True
Austin Kelly,85.87572125,Austin,Kelly,False
Sarah Knox,169.1586193,Sarah,Knox,True
Alison Carroll,115.3401313,Alison,Carroll,True
Robert Buchanan,163.3260388,Robert,Buchanan,True
Penny Wilson,178.7969799,Penny,Wilson,True
Leslie Perez,77.95375736,Leslie,Perez,False
Brittney Marquez,149.1772445,Brittney,Marquez,True
Andrew Bird,265.9158101,Andrew,Bird,True
Maria Hughes,12.57040265,Maria,Hughes,False
Clayton Williams,31.850547,Clayton,Williams,False
Mary Pittman,92.02540242,Mary,Pittman,False
James Garner,81.96609867,James,Garner,False
Randy Middleton,117.0928987,Randy,Middleton,True
Alexis Gardner,83.35923458,Alexis,Gardner,False
Laurie Garner,145.0603215,Laurie,Garner,True
Danny Bush,111.9976845,Danny,Bush,True
Joseph Smith,291.0800293,Joseph,Smith,True
Edgar Armstrong,185.9187088,Edgar,Armstrong,True
Samantha Scott,97.8742131,Samantha,Scott,False
Troy Coleman,74.57492247,Troy,Coleman,False
Brian Young,130.9974595,Brian,Young,True
Timothy Perez,113.6574668,Timothy,Perez,True
Sierra Nguyen,110.8481766,Sierra,Nguyen,True
Cynthia Murphy,296.0078137,Cynthia,Murphy,True
Julie Diaz,269.4894015,Julie,Diaz,True
Andrew Silva,46.15639765,Andrew,Silva,False
Gary Costa,287.0365933,Gary,Costa,True
Jasmine Berg,127.1426355,Jasmine,Berg,True
Glenda Brown,85.60391824,Glenda,Brown,False
Jonathan Boone,172.4624408,Jonathan,Boone,True
Cynthia Jimenez,51.80996198,Cynthia,Jimenez,False
Cynthia Morgan,283.3294115,Cynthia,Morgan,True
Dwayne Browning,14.24525264,Dwayne,Browning,False
Brittany Lewis,150.9075783,Brittany,Lewis,True
Zachary Johnson,139.6464165,Zachary,Johnson,True
Kayla Wilson,48.84395071,Kayla,Wilson,False
Andrew Doyle,245.0864465,Andrew,Doyle,True
Jennifer Parks,12.79843948,Jennifer,Parks,False
Daniel Phelps ,176.735085,Daniel,Phelps ,True
Lindsey Quinn,57.57356582,Lindsey,Quinn,False
Brian Walker,34.96349578,Brian,Walker,False
Bradley Curry,104.0291615,Bradley,Curry,True
Roy Cohen,148.4924569,Roy,Cohen,True
David Black,148.4850266,David,Black,True
Julie Gonzales,275.8513843,Julie,Gonzales,True
Paula Williams,190.6605351,Paula,Williams,True
James Clark,117.5715047,James,Clark,True
Christopher Robinson,14.26584056,Christopher,Robinson,False
William Carr,85.40738917,William,Carr,False
Todd Dunlap,38.32006005,Todd,Dunlap,False
Kimberly Morales,206.4438618,Kimberly,Morales,True
Jesse Welch ,267.5034898,Jesse,Welch ,True
Laura Leblanc,205.9617908,Laura,Leblanc,True
Susan Parker,7.389760853,Susan,Parker,False
Laurie Harris,229.6976024,Laurie,Harris,True
Natalie Lawrence,86.76833663,Natalie,Lawrence,False
Kara Hanson,275.4377145,Kara,Hanson,True
Joseph Walker,135.4741342,Joseph,Walker,True
Gregory Davis,155.6667394,Gregory,Davis,True
Paul Erickson,192.4996457,Paul,Erickson,True
Preston Holmes,36.86205402,Preston,Holmes,False
Joy Buck,40.94451902,Joy,Buck,False
Brian Sherman,279.4530254,Brian,Sherman,True
Brandon Davis,17.82461557,Brandon,Davis,False
Patricia Hamilton,63.2328385,Patricia,Hamilton,False
Shawn Garcia,227.491116,Shawn,Garcia,True
William Stone,48.99103482,William,Stone,False
Brian Cunningham,294.7646142,Brian,Cunningham,True
Shawn Norman,113.8520429,Shawn,Norman,True
Evan Ibarra,32.32820193,Evan,Ibarra,False
Logan Porter,157.574472,Logan,Porter,True
Kerry Gibson,216.9486908,Kerry,Gibson,True
Christine Parsons,232.117075,Christine,Parsons,True
Erica Chung,204.1409177,Erica,Chung,True
Alan Collins,29.58632408,Alan,Collins,False
John Robinson,60.37353075,John,Robinson,False
Monique Santos,82.08256587,Monique,Santos,False
Nicole Mason,190.2387349,Nicole,Mason,True
Michael Knight,238.7576833,Michael,Knight,True
John Bishop,18.29168554,John,Bishop,False
Christopher Odom,282.9931871,Christopher,Odom,True
Michael Walker,149.8428493,Michael,Walker,True
Crystal Wall,187.5868027,Crystal,Wall,True
Christian Ramirez,258.4106206,Christian,Ramirez,True
Kevin Rowland,185.6410425,Kevin,Rowland,True
Candice Mcintosh,266.2706673,Candice,Mcintosh,True
Leslie Hoffman,282.0595113,Leslie,Hoffman,True
James Johnson,263.3739193,James,Johnson,True
Jennifer Shepherd,183.9723914,Jennifer,Shepherd,True
Susan Tucker,187.4994162,Susan,Tucker,True
Michele Harvey,271.0984188,Michele,Harvey,True
Teresa Collins,186.971541,Teresa,Collins,True
Jonathan Leblanc,128.2066648,Jonathan,Leblanc,True
Stephanie Morgan,209.8417398,Stephanie,Morgan,True
Michael Duran,67.48301306,Michael,Duran,False
Daniel Cannon,193.3728586,Daniel,Cannon,True
Kayla Butler,157.4052214,Kayla,Butler,True
